MSA_ID,Metro Area,OCC_CODE,Job Group,Total Employment
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1124,Radiation Therapists,1190
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1125,Recreational Therapists,1360
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1126,Respiratory Therapists,6650
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1127,Speech-Language Pathologists,13240
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1128,Exercise Physiologists,370
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1129,"Therapists, All Other",890
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1131,Veterinarians,3430
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1141,Registered Nurses,174210
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1151,Nurse Anesthetists,1620
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1161,Nurse Midwives,410
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1171,Nurse Practitioners,13910
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1181,Audiologists,680
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1211,Anesthesiologists,2190
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1215,Family Medicine Physicians,3820
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1216,General Internal Medicine Physicians,
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1218,Obstetricians and Gynecologists,1750
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1221,"Pediatricians, General",3310
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1223,Psychiatrists,3860
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",41540
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1248,"Surgeons, Except Ophthalmologists",2600
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1292,Dental Hygienists,12010
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",3010
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2010,Clinical Laboratory Technologists and Technicians,18490
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2031,Cardiovascular Technologists and Technicians,2860
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2032,Diagnostic Medical Sonographers,6260
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2033,Nuclear Medicine Technologists,1040
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2034,Radiologic Technologists and Technicians,12060
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2035,Magnetic Resonance Imaging Technologists,2510
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2040,Emergency Medical Technicians and Paramedics,17560
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2051,Dietetic Technicians,910
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2052,Pharmacy Technicians,20910
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2053,Psychiatric Technicians,1680
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2055,Surgical Technologists,5760
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2056,Veterinary Technologists and Technicians,4970
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2057,Ophthalmic Medical Technicians,5000
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2061,Licensed Practical and Licensed Vocational Nurses,37110
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2081,"Opticians, Dispensing",3020
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2091,Orthotists and Prosthetists,260
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",13570
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-9091,Athletic Trainers,1460
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-9092,Genetic Counselors,220
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",1120
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-1120,Home Health and Personal Care Aides,404750
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-1131,Nursing Assistants,93850
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-1132,Orderlies,4100
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-1133,Psychiatric Aides,4880
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-2011,Occupational Therapy Assistants,2410
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-2012,Occupational Therapy Aides,280
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-2021,Physical Therapist Assistants,4610
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-2022,Physical Therapist Aides,5700
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9011,Massage Therapists,7440
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9091,Dental Assistants,21780
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9092,Medical Assistants,35380
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9093,Medical Equipment Preparers,4310
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9094,Medical Transcriptionists,2420
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9095,Pharmacy Aides,1650
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,4110
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9097,Phlebotomists,7760
35620,"New York-Newark-Jersey City, NY-NJ-PA",31-9099,"Healthcare Support Workers, All Other",7220
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-1011,First-Line Supervisors of Correctional Officers,2150
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-1012,First-Line Supervisors of Police and Detectives,14430
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,4220
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",8750
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-2011,Firefighters,14900
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-2021,Fire Inspectors and Investigators,2010
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3011,Bailiffs,2860
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3012,Correctional Officers and Jailers,21830
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3021,Detectives and Criminal Investigators,7990
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3031,Fish and Game Wardens,100
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3041,Parking Enforcement Workers,860
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3051,Police and Sheriff's Patrol Officers,57870
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-3052,Transit and Railroad Police,1520
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9011,Animal Control Workers,490
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9021,Private Detectives and Investigators,1410
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9031,Gambling Surveillance Officers and Gambling Investigators,90
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9032,Security Guards,132220
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9091,Crossing Guards and Flaggers,14270
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",9010
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9093,Transportation Security Screeners,4300
35620,"New York-Newark-Jersey City, NY-NJ-PA",33-9098,"School Bus Monitors and Protective Service Workers, All Other",17010
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-1011,Chefs and Head Cooks,17040
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,45690
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-2011,"Cooks, Fast Food",12120
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-2012,"Cooks, Institution and Cafeteria",14650
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-2014,"Cooks, Restaurant",61910
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-2015,"Cooks, Short Order",12780
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-2019,"Cooks, All Other",1010
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-2021,Food Preparation Workers,72160
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-3011,Bartenders,38740
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-3023,Fast Food and Counter Workers,187240
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-3031,Waiters and Waitresses,157350
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-3041,"Food Servers, Nonrestaurant",20060
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,39060
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-9021,Dishwashers,29850
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",20090
35620,"New York-Newark-Jersey City, NY-NJ-PA",35-9099,"Food Preparation and Serving Related Workers, All Other",4770
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,11230
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",5270
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",189330
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-2012,Maids and Housekeeping Cleaners,48070
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-2019,"Building Cleaning Workers, All Other",
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-2021,Pest Control Workers,4340
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-3011,Landscaping and Groundskeeping Workers,47030
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-3013,Tree Trimmers and Pruners,2000
35620,"New York-Newark-Jersey City, NY-NJ-PA",37-3019,"Grounds Maintenance Workers, All Other",3200
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-1013,First-Line Supervisors of Gambling Services Workers,170
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",17940
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-2011,Animal Trainers,1340
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-2021,Animal Caretakers,12040
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3012,Gambling and Sports Book Writers and Runners,430
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3021,Motion Picture Projectionists,590
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",11140
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3091,Amusement and Recreation Attendants,17090
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3092,Costume Attendants,1530
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1790
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-3099,"Entertainment Attendants and Related Workers, All Other",420
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-4021,Funeral Attendants,870
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-4031,"Morticians, Undertakers, and Funeral Arrangers",1650
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-5011,Barbers,1760
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",32300
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-5091,"Makeup Artists, Theatrical and Performance",490
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-5092,Manicurists and Pedicurists,25360
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-5093,Shampooers,1960
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-5094,Skincare Specialists,6630
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-6011,Baggage Porters and Bellhops,3640
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-6012,Concierges,6540
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-7010,Tour and Travel Guides,2770
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-9011,Childcare Workers,51960
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-9031,Exercise Trainers and Group Fitness Instructors,26740
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-9032,Recreation Workers,30430
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-9041,Residential Advisors,5830
35620,"New York-Newark-Jersey City, NY-NJ-PA",39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",3100
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-1011,First-Line Supervisors of Retail Sales Workers,63960
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-1012,First-Line Supervisors of Non-Retail Sales Workers,23350
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-2011,Cashiers,195370
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-2012,Gambling Change Persons and Booth Cashiers,410
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-2021,Counter and Rental Clerks,19740
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-2022,Parts Salespersons,8090
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-2031,Retail Salespersons,290640
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-3011,Advertising Sales Agents,20860
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-3021,Insurance Sales Agents,22940
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",72850
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-3041,Travel Agents,5900
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",81130
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",13920
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",84870
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9011,Demonstrators and Product Promoters,6020
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9012,Models,
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9021,Real Estate Brokers,2220
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9022,Real Estate Sales Agents,5640
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9031,Sales Engineers,2470
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9041,Telemarketers,5110
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",500
35620,"New York-Newark-Jersey City, NY-NJ-PA",41-9099,"Sales and Related Workers, All Other",6540
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-1011,First-Line Supervisors of Office and Administrative Support Workers,108760
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-2011,"Switchboard Operators, Including Answering Service",3350
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-2021,Telephone Operators,580
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-2099,"Communications Equipment Operators, All Other",70
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3011,Bill and Account Collectors,11610
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3021,Billing and Posting Clerks,37730
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",99420
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3041,Gambling Cage Workers,90
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3051,Payroll and Timekeeping Clerks,7820
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3061,Procurement Clerks,4710
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3071,Tellers,25140
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-3099,"Financial Clerks, All Other",1940
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4011,Brokerage Clerks,6080
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4021,Correspondence Clerks,220
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4031,"Court, Municipal, and License Clerks",7480
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4041,"Credit Authorizers, Checkers, and Clerks",1980
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4051,Customer Service Representatives,155420
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4061,"Eligibility Interviewers, Government Programs",7950
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4071,File Clerks,10280
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4081,"Hotel, Motel, and Resort Desk Clerks",8510
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4111,"Interviewers, Except Eligibility and Loan",15220
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4121,"Library Assistants, Clerical",5970
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4131,Loan Interviewers and Clerks,7570
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4141,New Accounts Clerks,1940
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4151,Order Clerks,8640
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",10510
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4171,Receptionists and Information Clerks,108270
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,9230
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-4199,"Information and Record Clerks, All Other",5120
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-5011,Cargo and Freight Agents,7790
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-5021,Couriers and Messengers,8420
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-5031,Public Safety Telecommunicators,6060
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",13670
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-5041,"Meter Readers, Utilities",1670
35620,"New York-Newark-Jersey City, NY-NJ-PA",43-5051,Postal Service Clerks,5710
